plan_id,provider,plan_name,premium,deductible,network_size,coverage_amount,age_range,risk_profile,highlight_text,why_good_1,why_good_2,why_good_3,relevance_score
PL10154,Raheja QBE General Insurance,Raheja QBE General Insurance Senior Citizen Health Gold,25438.23,5000.0,3942,1058876,25-60,high,"Raheja QBE General Insurance | ₹1,058,876 coverage | ₹25438.23/month premium","Affordable ₹25438.23/month plan offering ₹1,058,876 coverage.",Strong reliability with 3942 hospitals and low claim rejection rate (1.79%).,"Includes ayush,dental,vision and fast claim processing.",2
PL10155,Reliance General Insurance,Reliance General Insurance Individual Health Insurance Gold,23386.5,0.0,12192,1042539,25-60,high,"Reliance General Insurance | ₹1,042,539 coverage | ₹23386.5/month premium","Affordable ₹23386.5/month plan offering ₹1,042,539 coverage.",Strong reliability with 12192 hospitals and low claim rejection rate (1.65%).,"Includes roomrentwaiver,hospitalcash,criticalillness,dental and fast claim processing.",1
PL10156,Reliance General Insurance,Reliance General Insurance Family Floater Silver,20926.83,0.0,10861,432989,25-60,high,"Reliance General Insurance | ₹432,989 coverage | ₹20926.83/month premium","Affordable ₹20926.83/month plan offering ₹432,989 coverage.",Strong reliability with 10861 hospitals and low claim rejection rate (5.97%).,"Includes hospitalcash,telemedicine,ayush,roomrentwaiver and fast claim processing.",2
PL10157,Reliance General Insurance,Reliance General Insurance Senior Citizen Health Platinum,43982.64,20000.0,12554,5127745,25-60,high,"Reliance General Insurance | ₹5,127,745 coverage | ₹43982.64/month premium","Affordable ₹43982.64/month plan offering ₹5,127,745 coverage.",Strong reliability with 12554 hospitals and low claim rejection rate (2.01%).,"Includes opd,accident_cover,hospitalcash and fast claim processing.",3
PL10158,Reliance General Insurance,Reliance General Insurance Critical Illness Plan,525.0,0.0,3160,500000,25-60,high,"Reliance General Insurance | ₹500,000 coverage | ₹525.0/month premium","Affordable ₹525.0/month plan offering ₹500,000 coverage.",Strong reliability with 3160 hospitals and low claim rejection rate (2.64%).,Includes criticalillness and fast claim processing.,3
PL10159,Care Health Insurance,Care Health Insurance Individual Health Insurance Bronze,8224.49,10000.0,2325,177553,25-60,high,"Care Health Insurance | ₹177,553 coverage | ₹8224.49/month premium","Affordable ₹8224.49/month plan offering ₹177,553 coverage.",Strong reliability with 2325 hospitals and low claim rejection rate (4.48%).,"Includes maternity,hospitalcash,criticalillness,telemedicine and fast claim processing.",2
PL10160,Care Health Insurance,Care Health Insurance Family Floater Silver,18666.77,5000.0,12530,490585,25-60,high,"Care Health Insurance | ₹490,585 coverage | ₹18666.77/month premium","Affordable ₹18666.77/month plan offering ₹490,585 coverage.",Strong reliability with 12530 hospitals and low claim rejection rate (5.31%).,"Includes roomrentwaiver,dental,accident_cover and fast claim processing.",2
PL10161,Care Health Insurance,Care Health Insurance Senior Citizen Health Bronze,7969.67,0.0,592,213157,25-60,high,"Care Health Insurance | ₹213,157 coverage | ₹7969.67/month premium","Affordable ₹7969.67/month plan offering ₹213,157 coverage.",Strong reliability with 592 hospitals and low claim rejection rate (1.52%).,Includes dental and fast claim processing.,1
PL10162,Care Health Insurance,Care Health Insurance Critical Illness Plan,5250.0,0.0,6257,5000000,25-60,high,"Care Health Insurance | ₹5,000,000 coverage | ₹5250.0/month premium","Affordable ₹5250.0/month plan offering ₹5,000,000 coverage.",Strong reliability with 6257 hospitals and low claim rejection rate (1.69%).,Includes criticalillness and fast claim processing.,2
PL10163,Royal Sundaram General Insurance,Royal Sundaram General Insurance Individual Health Insurance Silver,13201.1,0.0,2347,523638,25-60,high,"Royal Sundaram General Insurance | ₹523,638 coverage | ₹13201.1/month premium","Affordable ₹13201.1/month plan offering ₹523,638 coverage.",Strong reliability with 2347 hospitals and low claim rejection rate (2.81%).,Includes ayush and fast claim processing.,2
PL10164,Royal Sundaram General Insurance,Royal Sundaram General Insurance Family Floater Silver,23071.14,5000.0,2234,481493,25-60,high,"Royal Sundaram General Insurance | ₹481,493 coverage | ₹23071.14/month premium","Affordable ₹23071.14/month plan offering ₹481,493 coverage.",Strong reliability with 2234 hospitals and low claim rejection rate (5.34%).,Includes dental and fast claim processing.,3
PL10165,Royal Sundaram General Insurance,Royal Sundaram General Insurance Senior Citizen Health Silver,14144.45,10000.0,2178,572303,25-60,high,"Royal Sundaram General Insurance | ₹572,303 coverage | ₹14144.45/month premium","Affordable ₹14144.45/month plan offering ₹572,303 coverage.",Strong reliability with 2178 hospitals and low claim rejection rate (6.2%).,"Includes hospitalcash,ayush,criticalillness,opd and fast claim processing.",3
PL10166,SBI General Insurance,SBI General Insurance Individual Health Insurance Silver,14291.81,10000.0,2045,519890,25-60,high,"SBI General Insurance | ₹519,890 coverage | ₹14291.81/month premium","Affordable ₹14291.81/month plan offering ₹519,890 coverage.",Strong reliability with 2045 hospitals and low claim rejection rate (1.19%).,"Includes vision,ayush,maternity and fast claim processing.",1
PL10167,SBI General Insurance,SBI General Insurance Family Floater Bronze,12118.14,5000.0,5322,208608,25-60,high,"SBI General Insurance | ₹208,608 coverage | ₹12118.14/month premium","Affordable ₹12118.14/month plan offering ₹208,608 coverage.",Strong reliability with 5322 hospitals and low claim rejection rate (4.6%).,"Includes telemedicine,accident_cover,criticalillness,maternity and fast claim processing.",2
PL10168,SBI General Insurance,SBI General Insurance Senior Citizen Health Silver,16019.03,10000.0,6729,526699,25-60,high,"SBI General Insurance | ₹526,699 coverage | ₹16019.03/month premium","Affordable ₹16019.03/month plan offering ₹526,699 coverage.",Strong reliability with 6729 hospitals and low claim rejection rate (6.6%).,Includes accident_cover and fast claim processing.,3
PL10169,SBI General Insurance,SBI General Insurance Critical Illness Plan,2100.0,0.0,5146,2000000,25-60,high,"SBI General Insurance | ₹2,000,000 coverage | ₹2100.0/month premium","Affordable ₹2100.0/month plan offering ₹2,000,000 coverage.",Strong reliability with 5146 hospitals and low claim rejection rate (4.03%).,Includes criticalillness and fast claim processing.,2
PL10170,Shriram General Insurance,Shriram General Insurance Individual Health Insurance Bronze,6533.21,10000.0,2182,197217,25-60,high,"Shriram General Insurance | ₹197,217 coverage | ₹6533.21/month premium","Affordable ₹6533.21/month plan offering ₹197,217 coverage.",Strong reliability with 2182 hospitals and low claim rejection rate (5.06%).,Includes maternity and fast claim processing.,3
PL10171,Shriram General Insurance,Shriram General Insurance Family Floater Bronze,11168.3,0.0,1835,181095,25-60,high,"Shriram General Insurance | ₹181,095 coverage | ₹11168.3/month premium","Affordable ₹11168.3/month plan offering ₹181,095 coverage.",Strong reliability with 1835 hospitals and low claim rejection rate (6.67%).,"Includes accident_cover,roomrentwaiver,opd and fast claim processing.",2
PL10172,Shriram General Insurance,Shriram General Insurance Senior Citizen Health Bronze,7933.74,20000.0,13181,178883,25-60,high,"Shriram General Insurance | ₹178,883 coverage | ₹7933.74/month premium","Affordable ₹7933.74/month plan offering ₹178,883 coverage.",Strong reliability with 13181 hospitals and low claim rejection rate (1.01%).,"Includes ayush,maternity and fast claim processing.",2
PL10173,Star Health and Allied Insurance,Star Health and Allied Insurance Individual Health Insurance Silver,14393.51,5000.0,6216,438934,25-60,high,"Star Health and Allied Insurance | ₹438,934 coverage | ₹14393.51/month premium","Affordable ₹14393.51/month plan offering ₹438,934 coverage.",Strong reliability with 6216 hospitals and low claim rejection rate (0.68%).,Includes criticalillness and fast claim processing.,2
PL10174,Star Health and Allied Insurance,Star Health and Allied Insurance Family Floater Bronze,10306.61,20000.0,14383,185473,25-60,high,"Star Health and Allied Insurance | ₹185,473 coverage | ₹10306.61/month premium","Affordable ₹10306.61/month plan offering ₹185,473 coverage.",Strong reliability with 14383 hospitals and low claim rejection rate (4.56%).,"Includes vision,accident_cover and fast claim processing.",2
PL10175,Star Health and Allied Insurance,Star Health and Allied Insurance Senior Citizen Health Gold,28204.58,10000.0,945,772102,25-60,high,"Star Health and Allied Insurance | ₹772,102 coverage | ₹28204.58/month premium","Affordable ₹28204.58/month plan offering ₹772,102 coverage.",Strong reliability with 945 hospitals and low claim rejection rate (7.11%).,Includes roomrentwaiver and fast claim processing.,2
PL10176,Star Health and Allied Insurance,Star Health and Allied Insurance Critical Illness Plan,1050.0,0.0,2798,1000000,25-60,high,"Star Health and Allied Insurance | ₹1,000,000 coverage | ₹1050.0/month premium","Affordable ₹1050.0/month plan offering ₹1,000,000 coverage.",Strong reliability with 2798 hospitals and low claim rejection rate (5.05%).,Includes criticalillness and fast claim processing.,1
PL10177,Tata AIG General Insurance,Tata AIG General Insurance Individual Health Insurance Bronze,6529.26,5000.0,11071,225719,25-60,high,"Tata AIG General Insurance | ₹225,719 coverage | ₹6529.26/month premium","Affordable ₹6529.26/month plan offering ₹225,719 coverage.",Strong reliability with 11071 hospitals and low claim rejection rate (3.5%).,"Includes maternity,accident_cover,dental,vision and fast claim processing.",2
PL10178,Tata AIG General Insurance,Tata AIG General Insurance Family Floater Silver,24240.98,0.0,8659,649981,25-60,high,"Tata AIG General Insurance | ₹649,981 coverage | ₹24240.98/month premium","Affordable ₹24240.98/month plan offering ₹649,981 coverage.",Strong reliability with 8659 hospitals and low claim rejection rate (6.16%).,"Includes roomrentwaiver,vision,dental and fast claim processing.",2
PL10179,Tata AIG General Insurance,Tata AIG General Insurance Senior Citizen Health Silver,14610.44,20000.0,899,519559,25-60,high,"Tata AIG General Insurance | ₹519,559 coverage | ₹14610.44/month premium","Affordable ₹14610.44/month plan offering ₹519,559 coverage.",Strong reliability with 899 hospitals and low claim rejection rate (5.43%).,"Includes dental,ayush and fast claim processing.",2
PL10180,Tata AIG General Insurance,Tata AIG General Insurance Critical Illness Plan,5250.0,0.0,3567,5000000,25-60,high,"Tata AIG General Insurance | ₹5,000,000 coverage | ₹5250.0/month premium","Affordable ₹5250.0/month plan offering ₹5,000,000 coverage.",Strong reliability with 3567 hospitals and low claim rejection rate (5.74%).,Includes criticalillness and fast claim processing.,2
PL10181,The Oriental Insurance Company,The Oriental Insurance Company Individual Health Insurance Gold,28790.34,20000.0,8682,1028802,25-60,high,"The Oriental Insurance Company | ₹1,028,802 coverage | ₹28790.34/month premium","Affordable ₹28790.34/month plan offering ₹1,028,802 coverage.",Strong reliability with 8682 hospitals and low claim rejection rate (1.92%).,Includes opd and fast claim processing.,2
PL10182,The Oriental Insurance Company,The Oriental Insurance Company Family Floater Bronze,11971.28,10000.0,2297,191504,25-60,high,"The Oriental Insurance Company | ₹191,504 coverage | ₹11971.28/month premium","Affordable ₹11971.28/month plan offering ₹191,504 coverage.",Strong reliability with 2297 hospitals and low claim rejection rate (7.92%).,Includes telemedicine and fast claim processing.,2
PL10183,The Oriental Insurance Company,The Oriental Insurance Company Senior Citizen Health Bronze,6189.06,5000.0,8021,205583,25-60,high,"The Oriental Insurance Company | ₹205,583 coverage | ₹6189.06/month premium","Affordable ₹6189.06/month plan offering ₹205,583 coverage.",Strong reliability with 8021 hospitals and low claim rejection rate (2.29%).,"Includes vision,ayush,roomrentwaiver,criticalillness and fast claim processing.",2
PL10184,The Oriental Insurance Company,The Oriental Insurance Company Critical Illness Plan,5250.0,0.0,3082,5000000,25-60,high,"The Oriental Insurance Company | ₹5,000,000 coverage | ₹5250.0/month premium","Affordable ₹5250.0/month plan offering ₹5,000,000 coverage.",Strong reliability with 3082 hospitals and low claim rejection rate (5.75%).,Includes criticalillness and fast claim processing.,2
PL10185,United India Insurance Company,United India Insurance Company Individual Health Insurance Silver,15572.0,5000.0,8520,514410,25-60,high,"United India Insurance Company | ₹514,410 coverage | ₹15572.0/month premium","Affordable ₹15572.0/month plan offering ₹514,410 coverage.",Strong reliability with 8520 hospitals and low claim rejection rate (0.95%).,Includes vision and fast claim processing.,2
PL10186,United India Insurance Company,United India Insurance Company Family Floater Bronze,11811.32,0.0,5664,197063,25-60,high,"United India Insurance Company | ₹197,063 coverage | ₹11811.32/month premium","Affordable ₹11811.32/month plan offering ₹197,063 coverage.",Strong reliability with 5664 hospitals and low claim rejection rate (5.71%).,Includes accident_cover and fast claim processing.,2
PL10187,United India Insurance Company,United India Insurance Company Senior Citizen Health Silver,14224.66,5000.0,2536,524344,25-60,high,"United India Insurance Company | ₹524,344 coverage | ₹14224.66/month premium","Affordable ₹14224.66/month plan offering ₹524,344 coverage.",Strong reliability with 2536 hospitals and low claim rejection rate (7.25%).,"Includes maternity,opd,roomrentwaiver and fast claim processing.",3
PL10188,United India Insurance Company,United India Insurance Company Critical Illness Plan,525.0,0.0,5710,500000,25-60,high,"United India Insurance Company | ₹500,000 coverage | ₹525.0/month premium","Affordable ₹525.0/month plan offering ₹500,000 coverage.",Strong reliability with 5710 hospitals and low claim rejection rate (0.62%).,Includes criticalillness and fast claim processing.,2
PL10189,Universal Sompo General Insurance,Universal Sompo General Insurance Individual Health Insurance Gold,23361.6,5000.0,13925,1137873,25-60,high,"Universal Sompo General Insurance | ₹1,137,873 coverage | ₹23361.6/month premium","Affordable ₹23361.6/month plan offering ₹1,137,873 coverage.",Strong reliability with 13925 hospitals and low claim rejection rate (0.54%).,Includes maternity and fast claim processing.,3
PL10190,Universal Sompo General Insurance,Universal Sompo General Insurance Family Floater Bronze,11515.67,0.0,13971,219564,25-60,high,"Universal Sompo General Insurance | ₹219,564 coverage | ₹11515.67/month premium","Affordable ₹11515.67/month plan offering ₹219,564 coverage.",Strong reliability with 13971 hospitals and low claim rejection rate (3.25%).,Includes dental and fast claim processing.,3
PL10191,Universal Sompo General Insurance,Universal Sompo General Insurance Senior Citizen Health Bronze,7256.88,20000.0,13957,221722,25-60,high,"Universal Sompo General Insurance | ₹221,722 coverage | ₹7256.88/month premium","Affordable ₹7256.88/month plan offering ₹221,722 coverage.",Strong reliability with 13957 hospitals and low claim rejection rate (3.12%).,"Includes telemedicine,maternity,accident_cover,vision and fast claim processing.",1
PL10192,Kshema General Insurance,Kshema General Insurance Individual Health Insurance Gold,31701.09,0.0,11844,1142559,25-60,high,"Kshema General Insurance | ₹1,142,559 coverage | ₹31701.09/month premium","Affordable ₹31701.09/month plan offering ₹1,142,559 coverage.",Strong reliability with 11844 hospitals and low claim rejection rate (7.04%).,"Includes roomrentwaiver,ayush,opd,telemedicine and fast claim processing.",1
PL10193,Kshema General Insurance,Kshema General Insurance Family Floater Silver,21894.42,10000.0,11564,485781,25-60,high,"Kshema General Insurance | ₹485,781 coverage | ₹21894.42/month premium","Affordable ₹21894.42/month plan offering ₹485,781 coverage.",Strong reliability with 11564 hospitals and low claim rejection rate (1.12%).,"Includes ayush,telemedicine and fast claim processing.",2
PL10194,Kshema General Insurance,Kshema General Insurance Senior Citizen Health Bronze,6817.93,20000.0,14180,190490,25-60,high,"Kshema General Insurance | ₹190,490 coverage | ₹6817.93/month premium","Affordable ₹6817.93/month plan offering ₹190,490 coverage.",Strong reliability with 14180 hospitals and low claim rejection rate (2.86%).,"Includes hospitalcash,telemedicine and fast claim processing.",2
PL10195,Kshema General Insurance,Kshema General Insurance Critical Illness Plan,1050.0,0.0,818,1000000,25-60,high,"Kshema General Insurance | ₹1,000,000 coverage | ₹1050.0/month premium","Affordable ₹1050.0/month plan offering ₹1,000,000 coverage.",Strong reliability with 818 hospitals and low claim rejection rate (5.31%).,Includes criticalillness and fast claim processing.,1
PL10196,Galaxy Health Insurance,Galaxy Health Insurance Individual Health Insurance Silver,13679.12,0.0,11597,436020,25-60,high,"Galaxy Health Insurance | ₹436,020 coverage | ₹13679.12/month premium","Affordable ₹13679.12/month plan offering ₹436,020 coverage.",Strong reliability with 11597 hospitals and low claim rejection rate (1.15%).,Includes maternity and fast claim processing.,2
PL10197,Galaxy Health Insurance,Galaxy Health Insurance Family Floater Silver,24174.7,20000.0,6447,421029,25-60,high,"Galaxy Health Insurance | ₹421,029 coverage | ₹24174.7/month premium","Affordable ₹24174.7/month plan offering ₹421,029 coverage.",Strong reliability with 6447 hospitals and low claim rejection rate (2.78%).,"Includes telemedicine,roomrentwaiver,dental and fast claim processing.",2
PL10198,Galaxy Health Insurance,Galaxy Health Insurance Senior Citizen Health Gold,30715.64,10000.0,3793,1060712,25-60,high,"Galaxy Health Insurance | ₹1,060,712 coverage | ₹30715.64/month premium","Affordable ₹30715.64/month plan offering ₹1,060,712 coverage.",Strong reliability with 3793 hospitals and low claim rejection rate (3.28%).,"Includes opd,telemedicine and fast claim processing.",2
PL10199,Galaxy Health Insurance,Galaxy Health Insurance Critical Illness Plan,1050.0,0.0,1192,1000000,25-60,high,"Galaxy Health Insurance | ₹1,000,000 coverage | ₹1050.0/month premium","Affordable ₹1050.0/month plan offering ₹1,000,000 coverage.",Strong reliability with 1192 hospitals and low claim rejection rate (1.97%).,Includes criticalillness and fast claim processing.,3
PL10200,Bandhan General Insurance,Bandhan General Insurance Individual Health Insurance Gold,26629.37,10000.0,8534,1085575,25-60,high,"Bandhan General Insurance | ₹1,085,575 coverage | ₹26629.37/month premium","Affordable ₹26629.37/month plan offering ₹1,085,575 coverage.",Strong reliability with 8534 hospitals and low claim rejection rate (0.8%).,Includes dental and fast claim processing.,3
PL10201,Bandhan General Insurance,Bandhan General Insurance Family Floater Bronze,11839.95,10000.0,1703,210599,25-60,high,"Bandhan General Insurance | ₹210,599 coverage | ₹11839.95/month premium","Affordable ₹11839.95/month plan offering ₹210,599 coverage.",Strong reliability with 1703 hospitals and low claim rejection rate (3.55%).,"Includes accident_cover,vision,opd and fast claim processing.",3
PL10202,Bandhan General Insurance,Bandhan General Insurance Senior Citizen Health Bronze,7684.68,10000.0,3677,243263,25-60,high,"Bandhan General Insurance | ₹243,263 coverage | ₹7684.68/month premium","Affordable ₹7684.68/month plan offering ₹243,263 coverage.",Strong reliability with 3677 hospitals and low claim rejection rate (7.88%).,"Includes roomrentwaiver,criticalillness,dental and fast claim processing.",3
PL10203,Ayushman Bharat,Ayushman Bharat - PMJAY package,0.0,0.0,50000,500000,25-60,low,"Ayushman Bharat | ₹500,000 coverage | ₹0.0/month premium","Affordable ₹0.0/month plan offering ₹500,000 coverage.",Strong reliability with 50000 hospitals and low claim rejection rate (1.54%).,"Includes pmjay_package,govt_empanelled and fast claim processing.",3
